direction,model,within_tgt_pen,cross_pen,DiD,within_pen_rel,cross_pen_rel,DiD_rel,cross_pen_lo,cross_pen_hi,cross_sig
A->B,RF,0.04084063506332673,0.022170553434362972,-0.01867008162896376,24.999702934277632,17.240975114399205,-7.758727819878427,0.004235500185079328,0.03977562566494488,True
A->B,xgboost,0.01664705085560711,0.008656433133546776,-0.007990617722060334,10.909481135914117,9.51602983576808,-1.3934513001460367,-0.0021735521114679057,0.018839611433618356,False
A->B,lightgbm,0.008731041034503062,0.0067320864144288645,-0.0019989546200741976,6.1983028940090295,7.417626512719998,1.2193236187109688,-0.005481480423122033,0.021376130830896137,False
B->A,RF,0.02258351665712749,0.04184410823034143,0.019260591573213942,10.313971118116958,26.50557991672582,16.19160879860886,0.026027595855421765,0.05834193823150915,True
B->A,xgboost,0.022257966047173644,0.037021709302787933,0.01476374325561429,9.690114075487287,24.321316986859394,14.631202911372107,0.02473529834193318,0.05006564314125788,True
B->A,lightgbm,0.024894491012616787,0.023554846082864317,-0.0013396449297524704,10.89924913217769,16.363753185322622,5.464504053144932,0.012605175598397834,0.03687203243876897,True
