site,channel,gap_median_pct,gap_mice_pct,delta_pp,p_change,ci_halfwidth,stable
A,ordering,3.2185397985953643,4.092425156164572,0.14261790713488998,0.8822654636534478,1.9664811722210487,YES
A,values,-2.9255116891105803,-8.558915929525897,-1.1315818539221671,0.31565777895732383,2.278861877043275,YES
B,ordering,1.9572591595271194,-0.3951747137841308,-0.38123915973970135,0.6288164781419794,1.6068902011535102,YES
B,values,4.285033204725542,0.4151404135713542,-0.6354228634531949,0.5189454440323584,2.0034125183242146,YES
