cell,feature,group,perm_importance
8_SMOTETomek_aggressive,Platelets_max,SOFA_lab_core,0.0005899450393782035
8_SMOTETomek_aggressive,Platelets_std,SOFA_lab_core,6.699119399026233e-05
8_SMOTETomek_aggressive,HR_last,non_SOFA,0.00032420756945809035
8_SMOTETomek_aggressive,O2Sat_last,SOFA_other(MAP+resp),0.0033522591452823545
8_SMOTETomek_aggressive,Temp_last,non_SOFA,0.0029541395060713295
8_SMOTETomek_aggressive,SBP_last,non_SOFA,0.00033740120367463654
8_SMOTETomek_aggressive,MAP_last,SOFA_other(MAP+resp),-0.00018573517780537952
8_SMOTETomek_aggressive,DBP_last,non_SOFA,0.0015897212963336348
8_SMOTETomek_aggressive,Resp_last,non_SOFA,0.001300756151721255
8_SMOTETomek_aggressive,EtCO2_last,non_SOFA,0.0008843212600362915
8_SMOTETomek_aggressive,BaseExcess_last,non_SOFA,-0.0006147736255032344
8_SMOTETomek_aggressive,HCO3_last,non_SOFA,0.0003030438531899715
8_SMOTETomek_aggressive,FiO2_last,SOFA_other(MAP+resp),-0.000619187611201183
8_SMOTETomek_aggressive,pH_last,non_SOFA,-0.00014628413615530578
8_SMOTETomek_aggressive,PaCO2_last,non_SOFA,-0.0014202314460866837
8_SMOTETomek_aggressive,SaO2_last,SOFA_other(MAP+resp),0.0002736674073150369
8_SMOTETomek_aggressive,AST_last,non_SOFA,-0.0005910412507796226
8_SMOTETomek_aggressive,BUN_last,non_SOFA,-0.00010083119734835555
8_SMOTETomek_aggressive,Alkalinephos_last,non_SOFA,-0.0007623045268444317
8_SMOTETomek_aggressive,Calcium_last,non_SOFA,0.00028612630208917913
8_SMOTETomek_aggressive,Chloride_last,non_SOFA,-0.0005688085587210179
8_SMOTETomek_aggressive,Creatinine_last,SOFA_lab_core,0.0004986923806715671
8_SMOTETomek_aggressive,Bilirubin_direct_last,non_SOFA,-1.6158591057080507e-05
8_SMOTETomek_aggressive,Glucose_last,non_SOFA,0.0021302574643150664
8_SMOTETomek_aggressive,Lactate_last,non_SOFA,0.00018664892987980687
8_SMOTETomek_aggressive,Magnesium_last,non_SOFA,-0.0006227007728966504
8_SMOTETomek_aggressive,Phosphate_last,non_SOFA,-0.0008451852601703891
8_SMOTETomek_aggressive,Potassium_last,non_SOFA,0.000939026191998682
8_SMOTETomek_aggressive,Bilirubin_total_last,SOFA_lab_core,0.0003770020212854219
8_SMOTETomek_aggressive,TroponinI_last,non_SOFA,-0.00021327840377693418
8_SMOTETomek_aggressive,Hct_last,non_SOFA,0.00040073768664287133
8_SMOTETomek_aggressive,Hgb_last,non_SOFA,-0.00041967284218490943
8_SMOTETomek_aggressive,PTT_last,non_SOFA,-0.0003678213337098224
8_SMOTETomek_aggressive,WBC_last,non_SOFA,0.0006533962091651746
8_SMOTETomek_aggressive,Fibrinogen_last,non_SOFA,-0.0002171999552031123
8_SMOTETomek_aggressive,Platelets_last,SOFA_lab_core,0.0009111428312056968
8_SMOTETomek_aggressive,Gender,non_SOFA,0.004972241444691661
8_SMOTETomek_aggressive,Unit1,non_SOFA,0.01329220516526794
8_SMOTETomek_aggressive,Unit2,non_SOFA,0.013941484370015644
8_SMOTETomek_aggressive,HR_n,non_SOFA,0.00013179670191250105
8_SMOTETomek_aggressive,O2Sat_n,SOFA_other(MAP+resp),-9.215651468461595e-05
8_SMOTETomek_aggressive,Temp_n,non_SOFA,0.006206790219455233
8_SMOTETomek_aggressive,SBP_n,non_SOFA,-0.001477403797795862
8_SMOTETomek_aggressive,MAP_n,SOFA_other(MAP+resp),-0.0013418557094268147
8_SMOTETomek_aggressive,DBP_n,non_SOFA,6.907741498300979e-05
8_SMOTETomek_aggressive,Resp_n,non_SOFA,0.0026010832557026133
8_SMOTETomek_aggressive,EtCO2_n,non_SOFA,0.003295545547867601
8_SMOTETomek_aggressive,BaseExcess_n,non_SOFA,0.0004628722480469694
8_SMOTETomek_aggressive,HCO3_n,non_SOFA,0.0010773759756302792
8_SMOTETomek_aggressive,FiO2_n,SOFA_other(MAP+resp),0.01813863094153667
8_SMOTETomek_aggressive,pH_n,non_SOFA,-0.0008691817055959172
8_SMOTETomek_aggressive,PaCO2_n,non_SOFA,0.0001791492162068864
8_SMOTETomek_aggressive,SaO2_n,SOFA_other(MAP+resp),-0.002086735394195088
8_SMOTETomek_aggressive,AST_n,non_SOFA,0.0007512548259298258
8_SMOTETomek_aggressive,BUN_n,non_SOFA,7.309607411872809e-05
8_SMOTETomek_aggressive,Alkalinephos_n,non_SOFA,0.0018027269177087802
8_SMOTETomek_aggressive,Calcium_n,non_SOFA,0.0013999203750055312
8_SMOTETomek_aggressive,Chloride_n,non_SOFA,-0.0009170436865432674
8_SMOTETomek_aggressive,Creatinine_n,SOFA_lab_core,0.0001891515832429358
8_SMOTETomek_aggressive,Bilirubin_direct_n,non_SOFA,-0.0005351455174659459
8_SMOTETomek_aggressive,Glucose_n,non_SOFA,0.007711000903210691
8_SMOTETomek_aggressive,Lactate_n,non_SOFA,-0.0023878870757039483
8_SMOTETomek_aggressive,Magnesium_n,non_SOFA,0.0014237927566004061
8_SMOTETomek_aggressive,Phosphate_n,non_SOFA,0.0009180118869475618
8_SMOTETomek_aggressive,Potassium_n,non_SOFA,0.0012046398474552578
8_SMOTETomek_aggressive,Bilirubin_total_n,SOFA_lab_core,-0.00019254938216811123
8_SMOTETomek_aggressive,TroponinI_n,non_SOFA,-0.0006515068420785364
8_SMOTETomek_aggressive,Hct_n,non_SOFA,0.0005157072521776163
8_SMOTETomek_aggressive,Hgb_n,non_SOFA,0.0005512794307606262
8_SMOTETomek_aggressive,PTT_n,non_SOFA,0.0003609576539613579
8_SMOTETomek_aggressive,WBC_n,non_SOFA,-0.0002659574941904108
8_SMOTETomek_aggressive,Fibrinogen_n,non_SOFA,-0.00013043682923320478
8_SMOTETomek_aggressive,Platelets_n,SOFA_lab_core,0.000450474387910349
8_SMOTETomek_aggressive,HR_measured,non_SOFA,-0.0002294335680897319
8_SMOTETomek_aggressive,O2Sat_measured,SOFA_other(MAP+resp),-0.00021306994145807722
8_SMOTETomek_aggressive,Temp_measured,non_SOFA,-0.0006058366201580345
8_SMOTETomek_aggressive,SBP_measured,non_SOFA,-0.00021760161818581424
8_SMOTETomek_aggressive,MAP_measured,SOFA_other(MAP+resp),-0.00013230549911015245
8_SMOTETomek_aggressive,DBP_measured,non_SOFA,-9.374166193945043e-05
8_SMOTETomek_aggressive,Resp_measured,non_SOFA,0.00035294558405606915
8_SMOTETomek_aggressive,EtCO2_measured,non_SOFA,0.0007032973342096571
8_SMOTETomek_aggressive,BaseExcess_measured,non_SOFA,-0.0005738405821083647
8_SMOTETomek_aggressive,HCO3_measured,non_SOFA,0.0015152685029835966
8_SMOTETomek_aggressive,FiO2_measured,SOFA_other(MAP+resp),0.00787168445460899
8_SMOTETomek_aggressive,pH_measured,non_SOFA,-0.0017485243136529105
8_SMOTETomek_aggressive,PaCO2_measured,non_SOFA,-0.001138465907910119
8_SMOTETomek_aggressive,SaO2_measured,SOFA_other(MAP+resp),6.074414669651751e-05
8_SMOTETomek_aggressive,AST_measured,non_SOFA,0.0006969434868724367
8_SMOTETomek_aggressive,BUN_measured,non_SOFA,3.315057693470957e-05
8_SMOTETomek_aggressive,Alkalinephos_measured,non_SOFA,0.0012430815913429595
8_SMOTETomek_aggressive,Calcium_measured,non_SOFA,0.0012150823803038168
8_SMOTETomek_aggressive,Chloride_measured,non_SOFA,-0.0007744643512339778
8_SMOTETomek_aggressive,Creatinine_measured,SOFA_lab_core,0.002432684528711826
8_SMOTETomek_aggressive,Bilirubin_direct_measured,non_SOFA,-0.00017648412160728988
8_SMOTETomek_aggressive,Glucose_measured,non_SOFA,0.004101337307587977
8_SMOTETomek_aggressive,Lactate_measured,non_SOFA,-0.0021310837390365713
8_SMOTETomek_aggressive,Magnesium_measured,non_SOFA,0.00044476954158731983
8_SMOTETomek_aggressive,Phosphate_measured,non_SOFA,-0.00026510519585845604
8_SMOTETomek_aggressive,Potassium_measured,non_SOFA,-0.0002650954036397979
8_SMOTETomek_aggressive,Bilirubin_total_measured,SOFA_lab_core,0.0006520149416690991
8_SMOTETomek_aggressive,TroponinI_measured,non_SOFA,5.702721794640375e-05
8_SMOTETomek_aggressive,Hct_measured,non_SOFA,0.0024070224591936974
8_SMOTETomek_aggressive,Hgb_measured,non_SOFA,-0.0006029185713759489
8_SMOTETomek_aggressive,PTT_measured,non_SOFA,-2.121010223331554e-05
8_SMOTETomek_aggressive,WBC_measured,non_SOFA,0.0024570738143802895
8_SMOTETomek_aggressive,Fibrinogen_measured,non_SOFA,9.868820623221141e-06
8_SMOTETomek_aggressive,Platelets_measured,SOFA_lab_core,0.0008920941338751099
