direction,model,within_tgt_pen,cross_pen,DiD,within_pen_rel,cross_pen_rel,DiD_rel,cross_pen_lo,cross_pen_hi,cross_sig
A->B,RF,0.0607500260444708,0.03337612453957976,-0.027373901504891038,28.233123640377375,21.321639359225788,-6.911484281151587,0.015039472663588519,0.05356224855380987,True
A->B,xgboost,0.020647068576998884,0.004653889403726824,-0.01599317917327206,10.531458360049683,4.135409675064231,-6.396048684985452,-0.010203154599956778,0.019510093489920638,False
A->B,lightgbm,0.01977656205887479,0.0024794292184825706,-0.01729713284039222,10.16296300790954,2.2641107117043777,-7.8988522962051615,-0.011263472622007178,0.015869149445991933,False
B->A,RF,0.014086045141591369,0.03777995748126804,0.023693912339676673,8.293253227817063,29.011268123133238,20.718014895316173,0.026875343864517374,0.051711004423056754,True
B->A,xgboost,0.016515017832092332,0.019158698760046666,0.002643680927954334,9.126304091126999,16.135354829154146,7.009050738027147,0.009493572659219037,0.029604632107975166,True
B->A,lightgbm,0.01506884225037139,0.022490121284356887,0.007421279033985498,8.531492314586572,19.246803809812,10.715311495225428,0.013239716022458842,0.03249296760328747,True
