direction,model,oracle_within_tgt,cross,gap,pct_drop,source_within_ref
A->B,RF,0.21517288281056385,0.1565363899898159,0.058636492820747954,27.250874763978025,0.1698494517729694
A->B,xgboost,0.1960513717200082,0.1125375662727911,0.0835138054472171,42.59791947106995,0.1809606349644756
A->B,lightgbm,0.19459445088487745,0.10951006970043906,0.0850843811844384,43.723950399168636,0.17662610121101202
B->A,RF,0.1698494517729694,0.13022511570648218,0.039624336066487215,23.32909270702351,0.21517288281056385
B->A,xgboost,0.1809606349644756,0.11873738732680236,0.06222324763767323,34.384963143994426,0.1960513717200082
B->A,lightgbm,0.17662610121101202,0.11685120036861106,0.05977490084240096,33.84262033332716,0.19459445088487745
